applicant_age,applicant_income,coapplicant_income,loan_amount,loan_term,credit_history,employment_status,education,marital_status,dependents,property_area,self_employed,existing_loans,monthly_expenses,savings,debt_to_income_ratio,loan_status,risk_category
34,31079,0,17000,120,1,Employed,Graduate,Married,2,Urban,No,0,11837,17879,0.43,Approved,Low Risk
33,28258,13807,27000,36,1,Unemployed,Not Graduate,Married,4,Urban,No,1,9921,35568,0.43,Approved,Low Risk
56,65772,27612,24000,360,0,Employed,Not Graduate,Married,4,Semiurban,No,0,22725,37584,0.35,Approved,Low Risk
53,63754,0,25000,60,1,Employed,Graduate,Married,0,Semiurban,No,0,20239,41033,0.32,Approved,Low Risk
38,41064,37083,110000,60,1,Employed,Graduate,Married,4,Semiurban,No,0,14377,38733,0.38,Approved,Low Risk
44,40741,0,15000,60,1,Unemployed,Not Graduate,Single,3,Rural,No,0,18069,75710,0.47,Approved,Low Risk
45,25255,21447,60000,60,1,Employed,Not Graduate,Married,0,Urban,Yes,2,6465,52005,0.44,Approved,Medium Risk
40,45489,21140,43000,24,1,Employed,Graduate,Married,0,Semiurban,No,0,20775,61722,0.48,Approved,Low Risk
39,48572,50232,84000,120,0,Employed,Graduate,Married,4,Urban,No,2,28636,13461,0.76,Rejected,High Risk
45,79093,0,26000,36,1,Employed,Not Graduate,Single,2,Rural,Yes,0,25238,61564,0.32,Approved,Low Risk
32,70870,0,34000,36,1,Employed,Not Graduate,Married,2,Semiurban,No,1,26500,22027,0.46,Approved,Low Risk
49,62541,31088,,180,1,Employed,Graduate,Married,3,Semiurban,No,0,34678,68765,0.58,Approved,Low Risk
45,86634,0,80000,240,1,Employed,Not Graduate,Single,2,Rural,Yes,4,31164,113010,0.7,Rejected,High Risk
37,114028,21533,48000,48,,Employed,Graduate,Married,4,Semiurban,No,0,50754,52686,0.45,Approved,Low Risk
34,28830,28399,38000,24,1,Unemployed,Graduate,Married,0,Semiurban,No,0,12557,48324,0.44,Approved,Low Risk
42,51154,21856,73000,48,,Employed,Graduate,Married,0,Rural,No,0,11577,39887,0.24,Approved,Low Risk
46,55784,0,47000,60,1,Unemployed,Not Graduate,Single,4,Semiurban,No,2,16789,48500,0.46,Approved,Low Risk
33,35830,0,19000,36,1,Employed,Graduate,Single,0,Semiurban,No,1,14436,56970,0.54,Approved,Low Risk
56,47283,0,14000,60,1,Employed,Graduate,Single,0,Rural,No,0,16967,35060,0.36,Approved,Low Risk
27,46598,0,32000,24,1,Unemployed,Graduate,Single,1,Semiurban,No,1,26328,49933,0.64,Approved,Medium Risk
46,35668,0,40000,60,1,Employed,Graduate,Married,0,Semiurban,No,0,14854,61310,0.45,Approved,Low Risk
27,20094,0,11000,24,1,Unemployed,Graduate,Single,0,Urban,No,1,5915,18720,0.37,Rejected,Low Risk
36,34258,50985,111000,60,1,Unemployed,Not Graduate,Married,2,Urban,No,0,15763,11930,0.46,Approved,Low Risk
44,102739,0,74000,36,1,Employed,Graduate,Single,0,Semiurban,No,0,41095,192961,0.4,Approved,Low Risk
27,37384,44738,37000,120,1,Unemployed,Not Graduate,Married,0,Urban,No,0,12284,25574,0.35,Approved,Low Risk
22,63542,23791,69000,360,,Employed,Graduate,Married,3,Urban,No,0,26345,97538,0.41,Approved,Low Risk
33,51472,0,30000,36,1,Employed,Not Graduate,Married,4,Rural,No,0,34166,74088,0.66,Approved,Low Risk
33,22544,43177,46000,60,0,Unemployed,Graduate,Married,3,Semiurban,No,2,9201,7388,0.56,Rejected,High Risk
52,60304,85202,173000,36,1,Employed,Not Graduate,Married,1,Semiurban,No,0,17390,114311,0.31,Approved,Low Risk
23,65740,0,19000,12,,Unemployed,Not Graduate,Single,4,Urban,No,0,31968,130568,0.5,Approved,Low Risk
31,36413,0,23000,240,1,Employed,Not Graduate,Single,2,Semiurban,Yes,0,12332,37716,0.36,Approved,Low Risk
26,63086,21024,23000,180,1,Unemployed,Graduate,Married,3,Urban,No,1,33097,37834,0.63,Approved,Low Risk
39,45880,0,12000,36,0,Employed,Not Graduate,Single,1,Semiurban,No,2,24100,29217,0.68,Rejected,High Risk
35,54093,0,38000,240,0,Employed,Not Graduate,Married,4,Urban,No,0,26365,15069,0.49,Approved,High Risk
52,33929,0,18000,60,1,,Graduate,Single,1,Semiurban,No,0,11472,31241,0.34,Rejected,Low Risk
34,78871,0,40000,60,1,Unemployed,Graduate,Married,1,Rural,No,0,37169,97906,0.48,Approved,Low Risk
36,42414,15833,115000,360,1,Employed,Not Graduate,Married,2,Rural,Yes,0,15470,49270,0.36,Approved,Low Risk
34,81070,0,50000,60,1,Employed,Not Graduate,Married,3,Semiurban,No,0,32400,200926,0.45,Approved,Low Risk
21,45960,31610,95000,60,1,Employed,Graduate,Married,2,Rural,No,0,18707,80959,0.41,Rejected,Low Risk
30,28548,0,11000,60,1,Employed,Not Graduate,Single,0,Semiurban,No,2,6068,0,0.36,Rejected,High Risk
36,51731,36789,163000,60,1,Employed,Not Graduate,Married,1,Rural,No,0,17522,52263,0.34,Approved,Low Risk
49,75304,36643,35000,360,1,Employed,Not Graduate,Married,1,Semiurban,No,1,30621,179529,0.52,Approved,Low Risk
44,37798,44857,98000,60,1,Unemployed,Not Graduate,Married,0,Semiurban,No,1,15838,32405,0.5,Rejected,Medium Risk
45,32335,28561,47000,36,,Employed,Not Graduate,Married,1,Urban,No,0,11112,71507,0.37,Approved,Low Risk
36,58153,0,24000,36,1,Unemployed,Not Graduate,Single,2,Semiurban,No,0,26447,137332,0.54,Approved,Low Risk
46,40351,56155,26000,120,1,Unemployed,Graduate,Married,1,Semiurban,No,0,13065,39137,0.34,Approved,Low Risk
42,54231,17400,51000,36,1,Employed,Graduate,Married,0,Rural,Yes,0,19840,59833,0.37,Approved,Low Risk
52,32291,24675,27000,120,1,Unemployed,Not Graduate,Married,0,Urban,No,0,11920,34421,0.37,Approved,Low Risk
29,72951,0,39000,12,,Unemployed,Graduate,Married,0,Urban,No,0,23189,69861,0.32,Approved,Low Risk
33,25019,0,24000,120,0,Employed,Not Graduate,Single,2,Semiurban,No,2,17654,5868,0.86,Rejected,High Risk
39,30790,23083,94000,240,1,Employed,Graduate,Married,4,Urban,No,0,15496,47025,0.5,Approved,Low Risk
34,68146,28332,113000,360,0,Unemployed,Graduate,Married,0,Urban,No,0,22057,15937,0.32,Rejected,High Risk
41,34774,52296,97000,36,,Employed,Not Graduate,Married,4,Urban,No,1,17153,0,0.62,Rejected,High Risk
30,80629,49721,36000,120,1,Employed,Graduate,Married,4,Urban,No,3,24952,143205,0.53,Approved,Low Risk
40,42220,0,35000,60,1,Employed,Graduate,Single,1,Urban,No,4,14364,61456,0.66,Approved,Medium Risk
43,109179,0,30000,48,1,Unemployed,Graduate,Married,2,Rural,No,2,49297,154972,0.61,Rejected,Low Risk
42,30996,0,43000,180,1,Unemployed,Graduate,Single,4,Urban,No,0,14961,25788,0.5,Rejected,Medium Risk
37,60401,0,61000,24,0,Unemployed,Not Graduate,Single,1,Urban,No,0,22050,27136,0.37,Rejected,High Risk
34,57101,0,73000,60,1,Employed,Graduate,Married,1,Urban,No,1,28125,83888,0.57,Rejected,Low Risk
38,112587,0,140000,84,0,Employed,Graduate,Single,2,Semiurban,No,0,54939,27499,0.5,Rejected,High Risk
29,85819,0,102000,240,,Employed,Graduate,Married,1,Urban,No,0,33130,76723,0.44,Approved,Low Risk
46,112535,0,122000,360,1,Employed,Graduate,Married,1,Urban,No,0,63156,109299,0.57,Approved,Low Risk
50,55605,0,43000,240,1,Employed,Not Graduate,Married,2,Rural,No,0,17931,88603,0.35,Approved,Low Risk
47,58756,0,61000,36,1,Employed,Not Graduate,Married,0,Urban,Yes,0,19369,60183,0.33,Approved,Low Risk
31,79027,0,43000,48,1,Employed,Not Graduate,Single,3,Semiurban,No,0,32321,47497,0.42,Approved,Low Risk
32,33479,0,44000,180,1,Employed,Not Graduate,Single,1,Urban,No,0,10365,55825,0.31,Approved,Low Risk
45,26815,0,42000,180,1,Employed,Graduate,Married,0,Rural,No,2,6500,30427,0.42,Approved,High Risk
50,25716,0,,36,1,Employed,Graduate,Married,0,Urban,No,2,9274,25197,0.54,Rejected,Medium Risk
36,45292,0,41000,48,,Employed,Not Graduate,Single,0,Semiurban,Yes,0,17154,81497,0.38,Rejected,Low Risk
42,57702,40986,64000,36,1,Unemployed,Graduate,Married,3,Urban,No,1,21313,47718,0.44,Approved,Low Risk
40,22726,0,15000,60,1,Employed,Not Graduate,Single,0,Semiurban,No,1,5832,29126,0.36,Approved,Low Risk
27,30796,0,24000,240,1,Employed,Graduate,Single,0,Rural,No,0,8016,28445,0.26,Approved,Low Risk
41,45889,87953,112000,60,1,Employed,Not Graduate,Married,,Rural,No,1,17478,58978,0.49,Approved,Low Risk
36,31919,0,33000,36,1,Employed,Not Graduate,Single,2,Rural,No,1,14043,44380,0.51,Rejected,High Risk
44,34762,34388,44000,60,0,Unemployed,Not Graduate,Married,1,Rural,No,0,15720,19761,0.45,Rejected,High Risk
41,24333,46784,37000,120,1,Employed,Graduate,Married,1,Urban,No,1,11519,0,0.6,Rejected,High Risk
24,52352,0,63000,12,0,Employed,Not Graduate,Married,3,Rural,No,1,28426,29637,0.62,Rejected,High Risk
40,49832,16516,41000,120,0,Unemployed,Not Graduate,Married,3,Urban,No,0,23564,30786,0.55,Rejected,High Risk
34,59059,7245,36000,48,1,Employed,Not Graduate,Married,1,Urban,No,1,20349,27804,0.42,Approved,Low Risk
34,46654,51018,145000,36,1,Unemployed,Graduate,Married,3,Urban,No,0,15757,48353,0.34,Approved,Low Risk
38,68378,0,,36,1,Employed,Graduate,Single,,Rural,No,0,32077,71670,0.5,Approved,Low Risk
43,21187,48210,48000,60,1,Employed,Graduate,Married,1,Urban,No,0,7390,14232,0.37,Approved,Low Risk
59,26408,0,15000,60,1,Unemployed,Not Graduate,Single,1,Semiurban,No,1,13329,26607,0.6,Rejected,High Risk
40,28601,0,16000,36,1,Employed,Not Graduate,Single,2,Rural,Yes,1,8537,52186,0.39,Rejected,Low Risk
33,25020,0,14000,48,1,Employed,Not Graduate,Married,1,Semiurban,No,0,9249,34503,0.39,Approved,Low Risk
40,31211,20939,24000,180,1,Unemployed,Graduate,Married,3,Urban,No,3,15877,42427,0.73,Approved,Medium Risk
30,42055,0,44000,60,,Employed,Graduate,Single,4,Rural,No,1,20243,0,0.56,Rejected,High Risk
48,42353,0,10000,240,1,Employed,Graduate,Married,4,Rural,Yes,0,17334,45082,0.43,Approved,Low Risk
38,39065,0,35000,36,1,Employed,Graduate,Married,2,Semiurban,No,0,18633,76135,0.5,Approved,Low Risk
48,58314,49001,65000,60,1,Unemployed,Graduate,Married,0,Urban,No,1,21292,81257,0.44,Approved,Low Risk
46,28206,0,16000,60,1,Unemployed,Graduate,Single,1,Rural,No,1,10168,14015,0.45,Approved,Medium Risk
46,58310,0,32000,180,1,Employed,Not Graduate,Single,3,Semiurban,No,1,22857,77463,0.5,Approved,Low Risk
31,25057,0,12000,48,1,,Graduate,Single,0,Urban,No,1,8610,54275,0.46,Approved,Low Risk
33,48429,23090,41000,24,1,Employed,Not Graduate,Married,0,Semiurban,No,1,18339,41410,0.49,Approved,Low Risk
21,67822,0,39000,36,,Employed,Graduate,Single,3,Urban,Yes,0,28121,53536,0.46,Approved,Low Risk
56,78545,0,49000,84,1,Employed,Not Graduate,Married,3,Rural,No,0,30144,74086,0.4,Approved,Low Risk
21,34080,38365,37000,60,1,Employed,Graduate,Married,1,Semiurban,No,0,17383,59009,0.52,Rejected,Low Risk
27,32684,0,21000,120,1,Employed,Graduate,Married,4,Semiurban,Yes,1,13841,25927,0.51,Rejected,Low Risk
37,113755,0,64000,36,1,Employed,Graduate,Married,0,Rural,Yes,3,34239,86448,0.53,Approved,Low Risk
32,55080,62055,,60,1,Employed,Not Graduate,Married,2,Semiurban,No,0,23041,53498,0.45,Approved,Low Risk
36,34806,36821,87000,36,1,Employed,Not Graduate,Married,3,Urban,No,0,15803,25708,0.46,Approved,Low Risk
42,50529,0,49000,48,1,Employed,Graduate,Single,0,Urban,Yes,0,23753,102471,0.5,Approved,Low Risk
27,107617,0,,60,1,Employed,Graduate,Married,1,Urban,No,0,37691,88931,0.39,Approved,Low Risk
35,55722,0,57000,60,1,Employed,Not Graduate,Married,0,Semiurban,No,0,18365,57163,0.33,Approved,Low Risk
21,40255,0,36000,48,0,Employed,Graduate,Single,4,Urban,Yes,0,17679,6605,0.45,Rejected,High Risk
30,58204,0,21000,84,1,Employed,Graduate,Single,1,Rural,No,0,21061,80593,0.4,Approved,Low Risk
43,51522,14428,20000,180,1,Employed,Not Graduate,Married,0,Urban,No,2,19626,0,0.53,Rejected,High Risk
58,43688,16568,40000,48,,Employed,Not Graduate,Married,1,Urban,No,0,11660,24322,0.3,Approved,Low Risk
45,29688,0,55000,48,1,Unemployed,Graduate,Married,0,Urban,No,0,9265,28105,0.31,Rejected,Medium Risk
22,38282,16146,53000,48,1,Employed,Not Graduate,Married,3,Urban,No,0,20259,13603,0.53,Rejected,Medium Risk
47,62336,48445,79000,84,1,Employed,Graduate,Married,3,Urban,No,1,26193,51824,0.5,Approved,Low Risk
31,40498,0,26000,60,0,Employed,Graduate,Single,3,Rural,No,2,18052,6530,0.6,Rejected,High Risk
47,65307,20041,,48,1,,Graduate,Married,1,Urban,No,1,26258,84875,0.48,Approved,Low Risk
49,30768,37049,81000,24,1,Employed,Graduate,Married,0,Urban,No,0,7846,14892,0.27,Approved,Low Risk
47,48286,0,19000,36,1,Unemployed,Graduate,Married,0,Rural,No,0,17978,49642,0.37,Approved,Low Risk
46,43762,60234,123000,360,0,Employed,Not Graduate,Married,0,Semiurban,No,2,16257,0,0.54,Rejected,High Risk
40,60643,0,35000,120,1,Employed,Graduate,Single,3,Rural,No,1,20963,43279,0.46,Approved,Low Risk
38,83060,0,78000,84,1,Employed,Graduate,Single,2,Urban,Yes,0,28145,36202,0.36,Approved,Low Risk
45,57687,0,104000,120,1,Employed,Graduate,Married,3,Rural,No,0,27772,49906,0.48,Approved,Low Risk
29,59945,18976,43000,240,0,Unemployed,Graduate,Married,0,Urban,No,3,32439,12835,0.82,Rejected,High Risk
33,61127,0,48000,60,1,Employed,Graduate,Married,4,Urban,No,0,24439,78512,0.41,Approved,Low Risk
35,56294,0,32000,24,0,Unemployed,Not Graduate,Single,1,Rural,No,0,28452,12424,0.53,Rejected,High Risk
44,89743,18037,63000,360,0,Unemployed,Not Graduate,Married,1,Rural,No,0,30604,38830,0.34,Approved,Medium Risk
36,60935,0,41000,180,1,Employed,Graduate,Single,0,Urban,Yes,0,26198,0,0.46,Rejected,Medium Risk
40,24643,0,13000,36,1,Employed,Graduate,Single,0,Semiurban,Yes,0,9448,50871,0.4,Approved,Low Risk
43,70558,0,36000,36,1,Employed,Graduate,Married,3,Urban,No,0,27727,0,0.4,Rejected,Medium Risk
37,58853,20319,87000,48,1,Employed,Not Graduate,Married,0,Urban,Yes,2,26190,71822,0.6,Rejected,Medium Risk
39,26397,0,30000,36,1,Employed,Not Graduate,Married,4,Urban,No,0,17199,0,0.65,Rejected,High Risk
50,95460,0,75000,240,1,Employed,Graduate,Single,1,Urban,No,0,31872,78953,0.33,Approved,Low Risk
32,45869,14534,10000,36,1,,Graduate,Married,0,Urban,No,0,16109,36116,0.38,Approved,Low Risk
31,32692,0,34000,120,1,Employed,Graduate,Single,0,Urban,Yes,2,11242,43750,0.5,Rejected,Medium Risk
53,39134,0,32000,24,1,Unemployed,Graduate,Single,0,Urban,No,0,12460,114652,0.32,Approved,Low Risk
49,52954,28970,74000,36,1,Employed,Graduate,Married,0,Urban,Yes,0,22276,100552,0.42,Approved,Low Risk
54,76379,0,22000,36,1,Employed,Graduate,Single,1,Semiurban,No,2,27956,39767,0.58,Approved,Low Risk
46,46170,0,18000,120,,Employed,Graduate,Married,1,Urban,No,2,20800,75511,0.65,Approved,Low Risk
27,53367,18940,74000,240,1,Employed,Graduate,Married,2,Semiurban,No,1,20125,73885,0.45,Approved,Low Risk
48,34870,0,23000,12,1,Unemployed,Graduate,Single,1,Urban,No,0,16902,62910,0.48,Approved,Low Risk
43,97303,29066,49000,60,,Employed,Graduate,Married,1,Semiurban,No,0,27993,53532,0.29,Approved,Low Risk
41,38634,0,13000,60,1,Employed,Graduate,Married,4,Rural,Yes,1,23041,69117,0.67,Approved,Low Risk
28,52452,0,,60,1,Employed,Graduate,Single,0,Semiurban,No,0,21836,50099,0.44,Approved,Low Risk
45,50942,0,,12,1,Employed,Not Graduate,Single,2,Urban,Yes,1,32872,62613,0.76,Rejected,Medium Risk
44,69179,0,40000,84,1,Employed,Graduate,Single,4,Rural,No,0,25735,75753,0.38,Approved,Low Risk
32,60717,0,60000,48,1,Unemployed,Graduate,Married,1,Semiurban,No,1,23773,134139,0.47,Rejected,Low Risk
35,108933,0,103000,360,1,Unemployed,Not Graduate,Single,0,Semiurban,No,0,41626,77860,0.38,Approved,Low Risk
42,56246,0,47000,240,1,Unemployed,Not Graduate,Single,1,Semiurban,No,1,21835,95893,0.46,Approved,Low Risk
30,43388,18368,10000,60,1,Employed,Not Graduate,Married,0,Rural,No,0,17779,100655,0.41,Approved,Low Risk
47,25951,36554,,240,1,Employed,Graduate,Married,0,Rural,No,0,5443,66796,0.22,Approved,Low Risk
36,26963,0,36000,240,1,Employed,Not Graduate,Single,0,Rural,No,0,12006,47223,0.45,Approved,Medium Risk
41,131100,0,47000,36,1,,Not Graduate,Married,2,Urban,No,0,81574,173021,0.66,Approved,Low Risk
39,23184,38670,33000,180,,Employed,Not Graduate,Married,2,Semiurban,No,0,13991,31978,0.6,Approved,Low Risk
55,49287,0,26000,84,1,Employed,Not Graduate,Single,0,Semiurban,No,0,24965,40469,0.51,Rejected,Low Risk
48,25984,0,40000,36,1,Employed,Graduate,Married,2,Semiurban,No,0,8948,22014,0.35,Approved,Low Risk
32,45888,0,16000,180,1,Employed,Not Graduate,Single,2,Urban,Yes,1,25855,24188,0.64,Approved,Low Risk
31,78783,0,99000,12,1,Employed,Not Graduate,Single,2,Urban,No,2,36138,57446,0.61,Approved,Medium Risk
39,49080,13994,38000,60,1,Employed,Not Graduate,Married,1,Urban,No,2,16353,30459,0.48,Approved,Low Risk
31,73840,0,71000,180,1,Employed,Graduate,Single,1,Semiurban,Yes,2,23191,123167,0.46,Approved,Low Risk
31,28056,39114,71000,60,0,Employed,Graduate,Married,3,Rural,No,0,12973,11841,0.46,Rejected,High Risk
44,35409,0,14000,12,0,Employed,Graduate,Single,1,Rural,No,1,12545,22877,0.43,Approved,High Risk
32,39909,26046,41000,84,0,Employed,Graduate,Married,2,Urban,No,3,15932,8593,0.64,Rejected,High Risk
28,70595,0,119000,24,,Unemployed,Graduate,Married,0,Urban,No,0,31056,61852,0.48,Rejected,Low Risk
33,31084,0,53000,360,1,Employed,Graduate,Single,3,Urban,No,0,15647,72942,0.51,Approved,Medium Risk
50,51825,0,40000,36,1,Unemployed,Graduate,Single,2,Semiurban,No,0,24286,53891,0.47,Approved,Low Risk
32,15000,0,10000,48,1,Employed,Graduate,Single,1,Urban,No,0,4375,31151,0.29,Approved,Low Risk
36,57472,0,25000,84,1,Employed,Graduate,Married,4,Urban,No,1,25925,91415,0.53,Approved,Low Risk
54,52802,0,57000,48,1,Employed,Graduate,Single,1,Rural,No,0,32975,63216,0.63,Rejected,Medium Risk
40,82519,36347,40000,12,1,Employed,Not Graduate,Married,3,Urban,No,2,49215,100448,0.75,Approved,Low Risk
47,95769,17697,60000,84,1,Employed,Not Graduate,Married,4,Semiurban,No,2,44820,113706,0.62,Approved,Low Risk
32,41238,44645,79000,48,,Employed,Graduate,Married,3,Urban,Yes,0,19473,88498,0.48,Approved,Low Risk
43,40119,0,11000,36,,Employed,Not Graduate,Married,4,Urban,No,0,21461,43839,0.55,Approved,Low Risk
39,105053,38878,111000,24,1,Employed,Not Graduate,Married,0,Rural,No,3,32015,134337,0.56,Approved,Low Risk
29,58645,14846,52000,240,,Employed,Not Graduate,Married,1,Rural,No,0,20224,26439,0.34,Approved,Low Risk
42,50883,37890,118000,120,1,Unemployed,Graduate,Married,0,Semiurban,No,0,16223,66744,0.32,Approved,Low Risk
28,30427,0,35000,84,1,Employed,Graduate,Married,0,Semiurban,No,0,11319,73604,0.38,Approved,Low Risk
31,94314,0,65000,36,0,Employed,Graduate,Single,3,Urban,No,0,51019,41339,0.58,Rejected,High Risk
29,79638,0,46000,240,1,Employed,Not Graduate,Single,2,Rural,No,0,50951,144855,0.66,Approved,Low Risk
48,23030,0,,36,1,Unemployed,Not Graduate,Single,4,Rural,No,0,9235,35196,0.4,Rejected,Low Risk
38,105097,0,,84,1,Employed,Graduate,Single,0,Urban,Yes,0,47512,92439,0.45,Approved,Low Risk
40,54334,53967,77000,12,1,Employed,Not Graduate,Married,,Rural,No,0,20278,91962,0.37,Approved,Low Risk
42,71713,30907,,36,1,Employed,Not Graduate,Married,0,Rural,No,0,34216,104532,0.48,Approved,Low Risk
33,56464,50452,112000,12,,Employed,Not Graduate,Married,1,Rural,No,1,15598,76649,0.35,Approved,Low Risk
30,68338,0,89000,48,1,Employed,Graduate,Single,2,Rural,No,0,27503,0,0.4,Approved,High Risk
33,32021,23283,67000,36,,Employed,Not Graduate,Married,2,Urban,No,0,12277,15151,0.4,Approved,Low Risk
46,55636,40165,43000,120,1,Employed,Graduate,Married,2,Semiurban,No,0,26975,67962,0.48,Approved,Low Risk
44,45709,17802,50000,12,1,Employed,Not Graduate,Married,1,Semiurban,No,1,21086,38903,0.54,Approved,Low Risk
34,75027,54647,167000,60,1,Employed,Not Graduate,Married,0,Semiurban,No,0,36030,112846,0.49,Approved,Low Risk
26,36314,0,11000,24,1,Employed,Graduate,Married,0,Urban,No,1,10522,53156,0.37,Approved,Low Risk
44,34053,0,37000,36,1,Employed,Not Graduate,Single,0,Urban,No,0,15749,43301,0.46,Rejected,Low Risk
34,45155,0,63000,36,1,Employed,Not Graduate,Married,3,Semiurban,No,0,29572,57894,0.72,Approved,High Risk
35,29613,0,16000,36,1,Employed,Not Graduate,Single,1,Rural,No,0,11771,56432,0.41,Approved,Low Risk
41,37092,41814,97000,84,1,Employed,Graduate,Married,0,Rural,Yes,0,15658,49453,0.42,Approved,Low Risk
27,53490,0,28000,36,1,Employed,Graduate,Married,4,Rural,No,2,24882,36460,0.64,Approved,Low Risk
41,99843,0,17000,24,1,Employed,Graduate,Single,4,Rural,Yes,1,45518,168188,0.56,Approved,Low Risk
42,31076,0,33000,120,1,Employed,Not Graduate,Married,3,Urban,No,0,13699,39887,0.44,Approved,Low Risk
43,31794,0,43000,36,1,Unemployed,Graduate,Married,0,Urban,No,3,11091,34243,0.6,Rejected,High Risk
29,48014,0,80000,240,0,Unemployed,Not Graduate,Single,1,Urban,No,1,22312,14918,0.57,Rejected,High Risk
27,40719,19389,28000,240,1,Employed,Graduate,Married,0,Urban,No,0,15662,0,0.39,Rejected,Medium Risk
27,36791,0,46000,180,1,,Not Graduate,Single,3,Rural,Yes,1,15965,30374,0.51,Rejected,High Risk
41,51090,0,,84,1,Employed,Not Graduate,Married,4,Semiurban,No,0,28180,93758,0.55,Approved,Low Risk
59,22761,0,31000,60,0,Employed,Not Graduate,Married,1,Rural,No,0,6172,13455,0.32,Rejected,High Risk
43,70422,0,43000,60,1,Employed,Graduate,Married,,Rural,No,0,28378,115242,0.42,Approved,Low Risk
42,38292,31103,65000,36,1,Employed,Not Graduate,Married,1,Rural,Yes,0,19115,72829,0.5,Rejected,Low Risk
46,27430,26460,23000,48,1,Employed,Not Graduate,Married,0,Semiurban,No,1,11008,30243,0.48,Approved,Low Risk
40,48018,0,13000,180,1,Employed,Not Graduate,Single,0,Urban,No,0,22083,98776,0.51,Approved,Low Risk
21,78986,31696,61000,180,1,Employed,Not Graduate,Married,1,Rural,No,1,48222,111084,0.69,Approved,Low Risk
30,50196,0,74000,36,1,Unemployed,Not Graduate,Single,4,Rural,No,3,18610,40796,0.6,Rejected,High Risk
21,43357,0,26000,120,1,Employed,Not Graduate,Single,0,Urban,Yes,0,10364,50455,0.24,Approved,Low Risk
56,55090,19880,35000,60,0,Employed,Not Graduate,Married,1,Semiurban,No,0,26629,0,0.49,Rejected,High Risk
47,47533,0,32000,60,,Employed,Graduate,Single,3,Rural,No,2,24524,10873,0.68,Rejected,High Risk
41,15000,21694,12000,60,1,Unemployed,Graduate,Married,0,Rural,No,0,7791,13131,0.55,Rejected,Low Risk
39,52498,0,77000,240,1,Employed,Graduate,Single,4,Semiurban,Yes,0,23570,0,0.46,Rejected,High Risk
41,52683,21802,29000,180,1,Unemployed,Graduate,Married,3,Urban,No,0,18082,56430,0.34,Approved,Low Risk
28,67707,26449,88000,240,0,,Graduate,Married,2,Semiurban,No,0,38657,18350,0.59,Rejected,High Risk
39,56233,0,36000,24,1,Employed,Graduate,Single,1,Urban,Yes,1,32302,30465,0.65,Approved,Low Risk
36,35868,21472,13000,120,1,Employed,Graduate,Married,1,Semiurban,No,1,15576,39979,0.53,Approved,Low Risk
39,29302,0,10000,120,1,Employed,Not Graduate,Married,4,Urban,No,0,13884,39847,0.47,Approved,Low Risk
49,61689,0,34000,12,1,Employed,Not Graduate,Single,0,Rural,No,0,18525,52958,0.3,Approved,Low Risk
48,64146,0,63000,84,1,Employed,Graduate,Married,1,Semiurban,No,0,19905,71524,0.31,Approved,Low Risk
51,77136,32493,87000,180,1,Employed,Not Graduate,Married,1,Semiurban,No,0,20330,148725,0.32,Approved,Low Risk
65,43815,0,47000,60,1,Employed,Graduate,Single,4,Semiurban,No,0,27978,28963,0.67,Approved,High Risk
40,45765,0,57000,36,1,,Not Graduate,Single,1,Semiurban,No,0,17081,56116,0.37,Approved,Medium Risk
32,32996,30774,37000,60,1,Employed,Not Graduate,Married,0,Semiurban,No,0,13030,33645,0.43,Approved,Low Risk
54,37888,34221,70000,60,1,Employed,Graduate,Married,1,Urban,No,0,13580,40956,0.37,Approved,Low Risk
43,118618,22183,81000,360,1,Unemployed,Not Graduate,Married,2,Rural,No,4,57466,133010,0.78,Rejected,Medium Risk
38,99982,0,171000,84,0,Employed,Not Graduate,Single,2,Urban,Yes,1,34409,35399,0.42,Rejected,High Risk
35,58761,33919,70000,24,1,Employed,Graduate,Married,0,Urban,Yes,0,26967,49878,0.46,Approved,Low Risk
27,42600,43914,55000,120,1,Employed,Graduate,Married,2,Urban,No,2,20218,89429,0.68,Approved,Low Risk
38,66977,0,79000,60,0,Employed,Not Graduate,Married,4,Urban,No,0,29794,12025,0.44,Rejected,High Risk
37,41801,17379,26000,120,1,Unemployed,Graduate,Married,2,Urban,No,0,16674,52247,0.4,Approved,Low Risk
36,26535,15012,32000,180,1,Employed,Graduate,Married,4,Urban,Yes,3,12592,18387,0.7,Approved,High Risk
25,34836,0,39000,36,,Unemployed,Graduate,Married,1,Semiurban,No,0,17201,58286,0.53,Rejected,High Risk
43,43776,0,35000,60,1,Unemployed,Graduate,Single,0,Rural,No,1,15038,37083,0.43,Approved,Low Risk
22,38551,20490,,60,,,Not Graduate,Married,4,Urban,No,0,14028,55118,0.41,Approved,Low Risk
39,26430,46753,100000,60,,Employed,Not Graduate,Married,2,Urban,No,1,6099,20347,0.31,Approved,Low Risk
41,44051,0,,48,1,Employed,Not Graduate,Single,3,Rural,No,1,18818,59277,0.52,Approved,Low Risk
22,51474,34177,85000,120,1,Employed,Not Graduate,Married,3,Semiurban,No,2,20031,62588,0.56,Approved,Medium Risk
51,54444,0,63000,180,1,Unemployed,Graduate,Single,4,Urban,No,0,25080,65076,0.55,Rejected,High Risk
49,31067,0,21000,84,,Employed,Graduate,Married,2,Rural,Yes,1,10933,34793,0.43,Rejected,Low Risk
